filename,source_category,decision,fracture_location,view_type,hardware_present,image_quality,primary_reason,confidence,status
Non_fractured/IMG0001032.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001033.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001034.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001035.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001036.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001037.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001038.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001039.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001040.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001042.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001043.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001044.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001045.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001046.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001047.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001048.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001049.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001050.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001051.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001052.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001053.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001054.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001055.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001056.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001057.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001058.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001059.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001060.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001061.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001062.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001063.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001064.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001065.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001066.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001067.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001068.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001069.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001071.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001072.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001074.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001075.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001076.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001077.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001078.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001079.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001080.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001081.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001082.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001083.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001084.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001085.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001086.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001087.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001088.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001089.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001090.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001091.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001092.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001093.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001094.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001095.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001096.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001097.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001098.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001099.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001100.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001101.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001102.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001103.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001104.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001105.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001106.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001107.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001108.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001109.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001110.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001111.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001112.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001113.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001114.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001115.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001116.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001117.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001118.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001119.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001120.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001121.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001122.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001124.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001125.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001126.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001127.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001128.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001129.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001130.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001131.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001132.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001133.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001134.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001135.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001136.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001137.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001138.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001139.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001140.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001141.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001142.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001143.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001144.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001145.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001146.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001149.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001150.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001153.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001154.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001155.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001156.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001157.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001158.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001159.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001160.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001161.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001162.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001163.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001164.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001165.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001166.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001167.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001168.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001169.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001170.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001171.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001172.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001173.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001174.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001175.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001176.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001177.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001178.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001179.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001180.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001181.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001182.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001183.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001184.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001185.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001186.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001187.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001188.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001189.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001190.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001193.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001194.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001195.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001196.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001197.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001201.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001202.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001203.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001204.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001205.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001206.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001207.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001208.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001209.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001210.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001211.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
Non_fractured/IMG0001212.jpg,Non_fractured,EXCLUDE,N/A,Unclear,No,N/A,Source-labeled non-fractured; no fracture present (fails inclusion criterion 3).,High,done
